row_abs,keywords_llm,raw_response
1520,"[""cortical response"", ""network model"", ""firing rates"", ""spatiotemporal integral"", ""orientation selectivity""]","{""keywords"": [""cortical response"", ""network model"", ""firing rates"", ""spatiotemporal integral"", ""orientation selectivity""]}"
1521,"[""integrate-and-fire model"", ""motoneuron"", ""peristimulus time histogram"", ""spike-response model"", ""postsynaptic potential""]","{""keywords"": [""integrate-and-fire model"", ""motoneuron"", ""peristimulus time histogram"", ""spike-response model"", ""postsynaptic potential""]}"
1522,"[""operating system"", ""porting"", ""application development"", ""system implementation"", ""usability""]","{""keywords"": [""operating system"", ""porting"", ""application development"", ""system implementation"", ""usability""]}"
1523,"[""open source"", ""security"", ""computing landscape"", ""technical protection"", ""management decisions""]","{""keywords"": [""open source"", ""security"", ""computing landscape"", ""technical protection"", ""management decisions""]}"
1524,"[""graphics hardware"", ""rendering problems"", ""new thinking"", ""looks at"", ""solves range""]","{""keywords"": [""graphics hardware"", ""rendering problems"", ""new thinking"", ""looks at"", ""solves range""]}"
1525,"[""citizen centric"", ""electronic services"", ""public key infrastructure"", ""identity management"", ""egovernment""]","{""keywords"": [""citizen centric"", ""electronic services"", ""public key infrastructure"", ""identity management"", ""eGovernment""]}"
1526,"[""malicious executables"", ""intrusion detection"", ""honey pot program"", ""subseven server"", ""anti-virus systems""]","{""keywords"": [""malicious executables"", ""intrusion detection"", ""honey pot program"", ""subseven server"", ""anti-virus systems""]}"
1527,"[""cryptography"", ""encryption"", ""benchmark"", ""information age"", ""advanced encryption standard""]","{""keywords"": [""cryptography"", ""encryption"", ""benchmark"", ""information age"", ""advanced encryption standard""]}"
1528,"[""intrusion detection"", ""network defence"", ""system capabilities"", ""failings technology"", ""network security""]","{""keywords"": [""intrusion detection"", ""network defence"", ""system capabilities"", ""failings technology"", ""network security""]}"
1529,"[""computer-aided manufacturing"", ""rapid tooling"", ""profiled edge lamination"", ""thermal models"", ""adaptive algorithms""]","{""keywords"": [""computer-aided manufacturing"", ""rapid tooling"", ""profiled edge lamination"", ""thermal models"", ""adaptive algorithms""]}"
1530,"[""chemical vapor deposition"", ""thin film growth"", ""computer aided optimization"", ""material fabrication"", ""titanium nitride films""]","{""keywords"": [""chemical vapor deposition"", ""thin film growth"", ""computer aided optimization"", ""material fabrication"", ""titanium nitride films""]}"
1531,"[""welding process"", ""double-sided arc welding"", ""sensing and control"", ""productivity improvement"", ""penetration depth""]","{""keywords"": [""welding process"", ""double-sided arc welding"", ""sensing and control"", ""productivity improvement"", ""penetration depth""]}"
1532,"[""tool wear"", ""hidden markov model"", ""vibration signals"", ""turning process"", ""machine learning""]","{""keywords"": [""tool wear"", ""hidden markov model"", ""vibration signals"", ""turning process"", ""machine learning""]}"
1533,"[""cutting temperatures"", ""tool geometries"", ""finite element analysis"", ""temperature correction factor"", ""nose radius""]","{""keywords"": [""cutting temperatures"", ""tool geometries"", ""finite element analysis"", ""temperature correction factor"", ""nose radius""]}"
1534,"[""orthogonal machining"", ""edge geometry"", ""material model"", ""metal cutting"", ""shear zone""]","{""keywords"": [""orthogonal machining"", ""edge geometry"", ""material model"", ""metal cutting"", ""shear zone""]}"
1535,"[""speaker adaptive modeling"", ""vocal tract normalization"", ""single-density acoustic models"", ""mixture-density"", ""two-pass strategy""]","{""keywords"": [""speaker adaptive modeling"", ""vocal tract normalization"", ""single-density acoustic models"", ""mixture-density"", ""two-pass strategy""]}"
1536,"[""coordinate measuring machines"", ""dynamic errors"", ""neural networks"", ""manufacturing industry"", ""touch-trigger probe""]","{""keywords"": [""coordinate measuring machines"", ""dynamic errors"", ""neural networks"", ""manufacturing industry"", ""touch-trigger probe""]}"
1537,"[""titanium alloy"", ""thermal response"", ""open-die forging"", ""trajectory optimization"", ""microstructural defects""]","{""keywords"": [""titanium alloy"", ""thermal response"", ""open-die forging"", ""trajectory optimization"", ""microstructural defects""]}"
1538,"[""sheet buckling"", ""boundary constraints"", ""tensile test"", ""fem analysis"", ""buckling prediction""]","{""keywords"": [""sheet buckling"", ""boundary constraints"", ""tensile test"", ""fem analysis"", ""buckling prediction""]}"
1539,"[""coronary artery disease"", ""myocardial viability"", ""positron emission tomography"", ""myocardial glucose metabolism"", ""dobutamine test""]","{""keywords"": [""coronary artery disease"", ""myocardial viability"", ""positron emission tomography"", ""myocardial glucose metabolism"", ""dobutamine test""]}"
1540,"[""pathlines"", ""x-ray angiograms"", ""wavefront propagation"", ""coronary artery analysis"", ""quantification""]","{""keywords"": [""pathlines"", ""x-ray angiograms"", ""wavefront propagation"", ""coronary artery analysis"", ""quantification""]}"
1541,"[""induction motor"", ""direct torque control"", ""voltage vector selection"", ""ac drives"", ""numerical simulations""]","{""keywords"": [""induction motor"", ""direct torque control"", ""voltage vector selection"", ""ac drives"", ""numerical simulations""]}"
1542,"[""fuzzy-logic"", ""asynchronous motor"", ""sugeno controller"", ""field-oriented control"", ""doubly-fed drive""]","{""keywords"": [""fuzzy-logic"", ""asynchronous motor"", ""sugeno controller"", ""field-oriented control"", ""doubly-fed drive""]}"
1543,"[""induction motors"", ""robust control"", ""h infinity control"", ""field orientation"", ""linearization""]","{""keywords"": [""induction motors"", ""robust control"", ""h infinity control"", ""field orientation"", ""linearization""]}"
1544,"[""power system restoration"", ""standing phase angle"", ""sensitivity factors"", ""active power generation"", ""load shedding""]","{""keywords"": [""power system restoration"", ""standing phase angle"", ""sensitivity factors"", ""active power generation"", ""load shedding""]}"
1545,"[""steinmetz system"", ""unbalanced conditions"", ""symmetrization methods"", ""optimization techniques"", ""voltage conditions""]","{""keywords"": [""steinmetz system"", ""unbalanced conditions"", ""symmetrization methods"", ""optimization techniques"", ""voltage conditions""]}"
1546,"[""speech recognition"", ""probabilistic union model"", ""frequency-band corruption"", ""noise reduction"", ""robustness""]","{""keywords"": [""speech recognition"", ""probabilistic union model"", ""frequency-band corruption"", ""noise reduction"", ""robustness""]}"
1547,"[""power systems"", ""genetic algorithm"", ""automatic generation control"", ""frequency transients"", ""optimization""]","{""keywords"": [""power systems"", ""genetic algorithm"", ""automatic generation control"", ""frequency transients"", ""optimization""]}"
1548,"[""power system"", ""network planning"", ""symbolic analysis"", ""load flows"", ""competitive market""]","{""keywords"": [""power system"", ""network planning"", ""symbolic analysis"", ""load flows"", ""competitive market""]}"
1549,"[""chaotic process"", ""discrete process"", ""optimal estimation"", ""finite sample"", ""accuracy estimation""]","{""keywords"": [""chaotic process"", ""discrete process"", ""optimal estimation"", ""finite sample"", ""accuracy estimation""]}"
1550,"[""neural networks"", ""optimal filtration"", ""linear filtering"", ""binary telegraph signal"", ""discrete white noise""]","{""keywords"": [""neural networks"", ""optimal filtration"", ""linear filtering"", ""binary telegraph signal"", ""discrete white noise""]}"
1551,"[""fuzzy modeling"", ""chemical processes"", ""hybrid approach"", ""expert experience"", ""extrapolation capacity""]","{""keywords"": [""fuzzy modeling"", ""chemical processes"", ""hybrid approach"", ""expert experience"", ""extrapolation capacity""]}"
1552,"[""fuzzy system"", ""pharmacology"", ""algorithm"", ""cluster validity"", ""predictive performance""]","{""keywords"": [""fuzzy system"", ""pharmacology"", ""algorithm"", ""cluster validity"", ""predictive performance""]}"
1553,"[""differential game"", ""fuzzy reasoning"", ""payoff switching"", ""game theory"", ""strategy development""]","{""keywords"": [""differential game"", ""fuzzy reasoning"", ""payoff switching"", ""game theory"", ""strategy development""]}"
1554,"[""fuzzy system"", ""self-organizing"", ""counter-propagation network"", ""adaptive learning"", ""gradient descent""]","{""keywords"": [""fuzzy system"", ""self-organizing"", ""counter-propagation network"", ""adaptive learning"", ""gradient descent""]}"
1555,"[""fuzzy logic"", ""defuzzifier"", ""co-adaptation"", ""evolutionary algorithm"", ""optimization""]","{""keywords"": [""fuzzy logic"", ""defuzzifier"", ""co-adaptation"", ""evolutionary algorithm"", ""optimization""]}"
1556,"[""neuro-fuzzy"", ""quadtree"", ""artificial neural networks"", ""fuzzy systems"", ""hybrid models""]","{""keywords"": [""neuro-fuzzy"", ""quadtree"", ""artificial neural networks"", ""fuzzy systems"", ""hybrid models""]}"
1557,"[""correlation coefficient"", ""signal processing"", ""audio algorithms"", ""recursive formula"", ""warping operation""]","{""keywords"": [""correlation coefficient"", ""signal processing"", ""audio algorithms"", ""recursive formula"", ""warping operation""]}"
1558,"[""fuzzy system"", ""universal approximation"", ""hierarchical system"", ""fuzzy rules"", ""nonlinear controller""]","{""keywords"": [""fuzzy system"", ""universal approximation"", ""hierarchical system"", ""fuzzy rules"", ""nonlinear controller""]}"
1559,"[""approximation theory"", ""fuzzy systems"", ""many-valued implications"", ""universal approximators"", ""multi-input-multi-output""]","{""keywords"": [""approximation theory"", ""fuzzy systems"", ""many-valued implications"", ""universal approximators"", ""multi-input-multi-output""]}"
1560,"[""fuzzy systems"", ""many-valued implications"", ""approximation theory"", ""siso fuzzy systems"", ""defuzzifier""]","{""keywords"": [""fuzzy systems"", ""many-valued implications"", ""approximation theory"", ""siso fuzzy systems"", ""defuzzifier""]}"
1561,"[""fuzzy systems"", ""gaussian concepts"", ""sobolev norms"", ""radial basis functions"", ""uniform approximation""]","{""keywords"": [""fuzzy systems"", ""gaussian concepts"", ""sobolev norms"", ""radial basis functions"", ""uniform approximation""]}"
1562,"[""cmos"", ""current mirrors"", ""nonlinear performance"", ""threshold voltage"", ""spice simulations""]","{""keywords"": [""cmos"", ""current mirrors"", ""nonlinear performance"", ""threshold voltage"", ""spice simulations""]}"
1563,"[""enterprise programming"", ""common mistakes"", ""programming errors"", ""software development"", ""best practices""]","{""keywords"": [""enterprise programming"", ""common mistakes"", ""programming errors"", ""software development"", ""best practices""]}"
1564,"[""copyright management"", ""digital age"", ""music industry"", ""online music market"", ""content creators""]","{""keywords"": [""copyright management"", ""digital age"", ""music industry"", ""online music market"", ""content creators""]}"
1565,"[""crisis management"", ""public opinion"", ""reputation management"", ""internet filtering"", ""cybersecurity""]","{""keywords"": [""crisis management"", ""public opinion"", ""reputation management"", ""internet filtering"", ""cybersecurity""]}"
1566,"[""online advertising"", ""paid subscription"", ""profitability"", ""marketing strategies"", ""infancy""]","{""keywords"": [""online advertising"", ""paid subscription"", ""profitability"", ""marketing strategies"", ""infancy""]}"
1567,"[""workflow management"", ""content management"", ""business process"", ""software implementation"", ""it users""]","{""keywords"": [""workflow management"", ""content management"", ""business process"", ""software implementation"", ""IT users""]}"
1568,"[""regulatory compliance"", ""telecommunications"", ""federal communications commission"", ""long distance service"", ""regulatory burdens""]","{""keywords"": [""regulatory compliance"", ""telecommunications"", ""federal communications commission"", ""long distance service"", ""regulatory burdens""]}"
1569,"[""perceptual audio coding"", ""adaptive filtering"", ""lossless compression"", ""psycho-acoustics"", ""predictive coding""]","{""keywords"": [""perceptual audio coding"", ""adaptive filtering"", ""lossless compression"", ""psycho-acoustics"", ""predictive coding""]}"
1570,"[""railway safety"", ""virtual reality"", ""simulation system"", ""transportation system"", ""abnormal conditions""]","{""keywords"": [""railway safety"", ""virtual reality"", ""simulation system"", ""transportation system"", ""abnormal conditions""]}"
1571,"[""railway systems"", ""human science"", ""safety"", ""comfort"", ""universal design""]","{""keywords"": [""railway systems"", ""human science"", ""safety"", ""comfort"", ""universal design""]}"
1572,"[""image fusion"", ""radiotherapy planning"", ""nasopharyngeal carcinoma"", ""tumor extent"", ""normal tissue sparing""]","{""keywords"": [""image fusion"", ""radiotherapy planning"", ""nasopharyngeal carcinoma"", ""tumor extent"", ""normal tissue sparing""]}"
1573,"[""energy costs"", ""energy consumption"", ""facility managers"", ""online analysis"", ""cost savings""]","{""keywords"": [""energy costs"", ""energy consumption"", ""facility managers"", ""online analysis"", ""cost savings""]}"
1574,"[""reliability"", ""asset management"", ""geographical information system"", ""cost benefit model"", ""preventive maintenance""]","{""keywords"": [""reliability"", ""asset management"", ""geographical information system"", ""cost benefit model"", ""preventive maintenance""]}"
1575,"[""network management"", ""distribution management system"", ""electricity service"", ""software development"", ""system capacity""]","{""keywords"": [""network management"", ""distribution management system"", ""electricity service"", ""software development"", ""system capacity""]}"
1576,"[""privatization"", ""deregulation"", ""computerization"", ""facilities management"", ""automated mapping""]","{""keywords"": [""privatization"", ""deregulation"", ""computerization"", ""facilities management"", ""automated mapping""]}"
1577,"[""automated engineering"", ""gis"", ""outage management"", ""distribution system"", ""building block approach""]","{""keywords"": [""automated engineering"", ""gis"", ""outage management"", ""distribution system"", ""building block approach""]}"
1578,"[""personal computer"", ""utc timescale"", ""internet synchronization"", ""synch error"", ""timing stations""]","{""keywords"": [""personal computer"", ""utc timescale"", ""internet synchronization"", ""synch error"", ""timing stations""]}"
1579,"[""formaldehyde"", ""process control"", ""remote i/o"", ""plant production"", ""basf""]","{""keywords"": [""formaldehyde"", ""process control"", ""remote I/O"", ""plant production"", ""BASF""]}"
1580,"[""speaker identification"", ""principal component analysis"", ""speech parameterization"", ""cepstral analysis"", ""time-frequency analysis""]","{""keywords"": [""speaker identification"", ""principal component analysis"", ""speech parameterization"", ""cepstral analysis"", ""time-frequency analysis""]}"
1581,"[""power system"", ""frequency control"", ""fuzzy logic"", ""genetic algorithms"", ""neural networks""]","{""keywords"": [""power system"", ""frequency control"", ""fuzzy logic"", ""genetic algorithms"", ""neural networks""]}"
1582,"[""multi-machine systems"", ""facts devices"", ""optimal control"", ""power systems"", ""artificial neural network""]","{""keywords"": [""multi-machine systems"", ""FACTS devices"", ""optimal control"", ""power systems"", ""artificial neural network""]}"
1583,"[""harmonic currents"", ""active filter"", ""power source"", ""nonlinear load"", ""dc-link voltage""]","{""keywords"": [""harmonic currents"", ""active filter"", ""power source"", ""nonlinear load"", ""dc-link voltage""]}"
1584,"[""power quality"", ""signal processing"", ""wavelet filters"", ""discrete stft"", ""electrical disturbance""]","{""keywords"": [""power quality"", ""signal processing"", ""wavelet filters"", ""discrete stft"", ""electrical disturbance""]}"
1585,"[""power networks"", ""fault section estimation"", ""distributed intelligent system"", ""radial basis function"", ""neural network""]","{""keywords"": [""power networks"", ""fault section estimation"", ""distributed intelligent system"", ""radial basis function"", ""neural network""]}"
1586,"[""power plant"", ""intelligent tutoring system"", ""simulator"", ""object oriented programming"", ""programming language""]","{""keywords"": [""power plant"", ""intelligent tutoring system"", ""simulator"", ""object oriented programming"", ""programming language""]}"
1587,"[""modems"", ""engineering"", ""communication"", ""students"", ""standards""]","{""keywords"": [""modems"", ""engineering"", ""communication"", ""students"", ""standards""]}"
1588,"[""trifocal tensor"", ""gaussian mixture model"", ""estimation method"", ""outliers detection"", ""bayesian rule""]","{""keywords"": [""trifocal tensor"", ""gaussian mixture model"", ""estimation method"", ""outliers detection"", ""bayesian rule""]}"
1589,"[""blind source separation"", ""image cryptosystems"", ""dual encryption"", ""noise image"", ""bss""]","{""keywords"": [""blind source separation"", ""image cryptosystems"", ""dual encryption"", ""noise image"", ""bss""]}"
1590,"[""image segment"", ""wavelet basis"", ""image quality"", ""computational load"", ""representation method""]","{""keywords"": [""image segment"", ""wavelet basis"", ""image quality"", ""computational load"", ""representation method""]}"
1591,"[""speaker verification"", ""utterance level scoring"", ""covariance modeling"", ""text independent"", ""speaker recognition""]","{""keywords"": [""speaker verification"", ""utterance level scoring"", ""covariance modeling"", ""text independent"", ""speaker recognition""]}"
1592,"[""image enhancement"", ""retinal blood vessel"", ""segmentation"", ""adaptive estimation"", ""neighbourhood information""]","{""keywords"": [""image enhancement"", ""retinal blood vessel"", ""segmentation"", ""adaptive estimation"", ""neighbourhood information""]}"
1593,"[""video object"", ""rate allocation"", ""temporal rates"", ""bit rate"", ""buffer level""]","{""keywords"": [""video object"", ""rate allocation"", ""temporal rates"", ""bit rate"", ""buffer level""]}"
1594,"[""image coding"", ""lapped transforms"", ""source channel coding"", ""still images"", ""quantisers""]","{""keywords"": [""image coding"", ""lapped transforms"", ""source channel coding"", ""still images"", ""quantisers""]}"
1595,"[""jackpot keno"", ""stochastic recurrences"", ""mathematical model"", ""house net hold"", ""inverse problem""]","{""keywords"": [""jackpot keno"", ""stochastic recurrences"", ""mathematical model"", ""house net hold"", ""inverse problem""]}"
1596,"[""semiparametric models"", ""frailty models"", ""maximum likelihood estimates"", ""cox proportional hazard"", ""hybrid algorithm""]","{""keywords"": [""semiparametric models"", ""frailty models"", ""maximum likelihood estimates"", ""cox proportional hazard"", ""hybrid algorithm""]}"
1597,"[""multivariate"", ""outliers"", ""normal sample"", ""computer-intensive"", ""method""]","{""keywords"": [""multivariate"", ""outliers"", ""normal sample"", ""computer-intensive"", ""method""]}"
1598,"[""confidence intervals"", ""proportion"", ""binomial"", ""asymptotic normal approximation"", ""t-approximation""]","{""keywords"": [""confidence intervals"", ""proportion"", ""binomial"", ""asymptotic normal approximation"", ""t-approximation""]}"
1599,"[""nonstationary time series"", ""frequency domain"", ""nonparametric procedures"", ""spectral estimates"", ""randomization tests""]","{""keywords"": [""nonstationary time series"", ""frequency domain"", ""nonparametric procedures"", ""spectral estimates"", ""randomization tests""]}"
1600,"[""rank tests"", ""exchangeable paired data"", ""nonparametric test"", ""longevity twins"", ""ventilation tubes""]","{""keywords"": [""rank tests"", ""exchangeable paired data"", ""nonparametric test"", ""longevity twins"", ""ventilation tubes""]}"
1601,"[""categorical variables"", ""recursive models"", ""calibrated initials"", ""em algorithm"", ""initial values""]","{""keywords"": [""categorical variables"", ""recursive models"", ""calibrated initials"", ""em algorithm"", ""initial values""]}"
1602,"[""source separation"", ""beamforming"", ""geometric constraints"", ""blind algorithms"", ""acoustic sources""]","{""keywords"": [""source separation"", ""beamforming"", ""geometric constraints"", ""blind algorithms"", ""acoustic sources""]}"
1603,"[""zero-inflated poisson"", ""score test"", ""poisson regression"", ""count data"", ""covariates""]","{""keywords"": [""zero-inflated poisson"", ""score test"", ""poisson regression"", ""count data"", ""covariates""]}"
1604,"[""logistic dose-response curve"", ""effective dose"", ""interval estimation"", ""maximum likelihood estimator"", ""asymptotic variance""]","{""keywords"": [""logistic dose-response curve"", ""effective dose"", ""interval estimation"", ""maximum likelihood estimator"", ""asymptotic variance""]}"
1605,"[""paired comparison"", ""log-linear approach"", ""generalized linear models"", ""conditional odds ratios"", ""parameter estimation""]","{""keywords"": [""paired comparison"", ""log-linear approach"", ""generalized linear models"", ""conditional odds ratios"", ""parameter estimation""]}"
1606,"[""k-nearest-neighbor"", ""classification trees"", ""hybrid classifier"", ""feature space"", ""computational load""]","{""keywords"": [""k-nearest-neighbor"", ""classification trees"", ""hybrid classifier"", ""feature space"", ""computational load""]}"
1607,"[""f distribution"", ""chi-square distribution"", ""cumulative distribution function"", ""shrinking factor approximation"", ""degrees of freedom""]","{""keywords"": [""f distribution"", ""chi-square distribution"", ""cumulative distribution function"", ""shrinking factor approximation"", ""degrees of freedom""]}"
1608,"[""change-point problem"", ""chi-square random variables"", ""normal variance"", ""quality control"", ""confidence intervals""]","{""keywords"": [""change-point problem"", ""chi-square random variables"", ""normal variance"", ""quality control"", ""confidence intervals""]}"
1609,"[""keywords"", ""congestion control"", ""multicast sessions"", ""layered protocol"", ""fairness properties"", ""throughput""]","{""keywords"": [""congestion control"", ""multicast sessions"", ""layered protocol"", ""fairness properties"", ""throughput""]"
1610,"[""digital fountain"", ""multicast protocol"", ""erasure codes"", ""reliable delivery"", ""asynchronous communication""]","{""keywords"": [""digital fountain"", ""multicast protocol"", ""erasure codes"", ""reliable delivery"", ""asynchronous communication""]}"
1611,"[""secure group communication"", ""scalable rekeying scheme"", ""ip multicast"", ""group membership"", ""bandwidth usage""]","{""keywords"": [""secure group communication"", ""scalable rekeying scheme"", ""ip multicast"", ""group membership"", ""bandwidth usage""]}"
1612,"[""multicast"", ""security"", ""servers"", ""bandwidth"", ""scalability""]","{""keywords"": [""multicast"", ""security"", ""servers"", ""bandwidth"", ""scalability""]}"
1613,"[""speech enhancement"", ""mixture model"", ""speech recognition"", ""noise robust"", ""spectral domain""]","{""keywords"": [""speech enhancement"", ""mixture model"", ""speech recognition"", ""noise robust"", ""spectral domain""]}"
1614,"[""multicast"", ""infrastructure"", ""scalability"", ""reliability"", ""network""]","{""keywords"": [""multicast"", ""infrastructure"", ""scalability"", ""reliability"", ""network""]}"
1615,"[""fmri"", ""susceptibility artifacts"", ""image distortion"", ""temporal resolution"", ""orbitofrontal cortex""]","{""keywords"": [""fMRI"", ""susceptibility artifacts"", ""image distortion"", ""temporal resolution"", ""orbitofrontal cortex""]}"
1616,"[""magnetic resonance"", ""image reconstruction"", ""k-space trajectory"", ""sampling density"", ""iterative scheme""]","{""keywords"": [""magnetic resonance"", ""image reconstruction"", ""k-space trajectory"", ""sampling density"", ""iterative scheme""]}"
1617,"[""contrast-enhanced imaging"", ""magnetic resonance angiography"", ""spatial resolution"", ""temporal resolution"", ""isotropic resolution""]","{""keywords"": [""contrast-enhanced imaging"", ""magnetic resonance angiography"", ""spatial resolution"", ""temporal resolution"", ""isotropic resolution""]}"
1618,"[""renal angiography"", ""magnetic resonance"", ""contrast-enhanced mra"", ""spiral imaging"", ""vascular resolution""]","{""keywords"": [""renal angiography"", ""magnetic resonance"", ""contrast-enhanced mra"", ""spiral imaging"", ""vascular resolution""]}"
1619,"[""oxygen"", ""mri"", ""brain"", ""physiology"", ""signal""]","{""keywords"": [""oxygen"", ""mri"", ""brain"", ""physiology"", ""signal""]}"
1620,"[""vibration control"", ""tuned mass damper"", ""active control"", ""displacement suppression"", ""brake system""]","{""keywords"": [""vibration control"", ""tuned mass damper"", ""active control"", ""displacement suppression"", ""brake system""]}"
1621,"[""organic synthesis"", ""experimental design"", ""data analysis"", ""factorial design"", ""principal component analysis""]","{""keywords"": [""organic synthesis"", ""experimental design"", ""data analysis"", ""factorial design"", ""principal component analysis""]}"
1622,"[""spectral analysis"", ""voigt profiles"", ""simplex method"", ""lorentzian profiles"", ""temporal domain""]","{""keywords"": [""spectral analysis"", ""voigt profiles"", ""simplex method"", ""lorentzian profiles"", ""temporal domain""]}"
1623,"[""prediction outliers"", ""uncertainty estimation"", ""convex hull method"", ""outlier detection"", ""mahalanobis distance""]","{""keywords"": [""prediction outliers"", ""uncertainty estimation"", ""convex hull method"", ""outlier detection"", ""mahalanobis distance""]}"
1624,"[""uml"", ""subtypes"", ""stereotypes"", ""metamodel"", ""classification""]","{""keywords"": [""uml"", ""subtypes"", ""stereotypes"", ""metamodel"", ""classification""]}"
1625,"[""molecular descriptor"", ""genetic algorithms"", ""fuzzy logic"", ""data mining"", ""descriptor selection""]","{""keywords"": [""molecular descriptor"", ""genetic algorithms"", ""fuzzy logic"", ""data mining"", ""descriptor selection""]}"
1626,"[""application-layer multicast"", ""delaunay triangulation"", ""overlay network"", ""routing protocol"", ""multicast transmission""]","{""keywords"": [""application-layer multicast"", ""delaunay triangulation"", ""overlay network"", ""routing protocol"", ""multicast transmission""]}"
1627,"[""multicast"", ""scalability"", ""network management"", ""end system"", ""performance penalty""]","{""keywords"": [""multicast"", ""scalability"", ""network management"", ""end system"", ""performance penalty""]}"
1628,"[""machine indexing"", ""internet searching"", ""indexing theory"", ""human indexing"", ""information retrieval""]","{""keywords"": [""machine indexing"", ""internet searching"", ""indexing theory"", ""human indexing"", ""information retrieval""]}"
1629,"[""library of congress"", ""subject headings"", ""world view"", ""classical literature"", ""ancient history""]","{""keywords"": [""library of congress"", ""subject headings"", ""world view"", ""classical literature"", ""ancient history""]}"
1630,"[""bibliographic records"", ""resource sharing"", ""machine-readable catalogue"", ""bibliographic cataloguing"", ""global resource sharing""]","{""keywords"": [""bibliographic records"", ""resource sharing"", ""machine-readable catalogue"", ""bibliographic cataloguing"", ""global resource sharing""]}"
1631,"[""cataloging operations"", ""cataloger's desktop"", ""library of congress"", ""cataloging practices"", ""library staff training""]","{""keywords"": [""cataloging operations"", ""cataloger's desktop"", ""library of congress"", ""cataloging practices"", ""library staff training""]}"
1632,"[""web services"", ""cio"", ""businesses"", ""shortcomings"", ""prospect""]","{""keywords"": [""web services"", ""cio"", ""businesses"", ""shortcomings"", ""prospect""]}"
1633,"[""business processes"", ""agile business"", ""it infrastructures"", ""automation"", ""streamline""]","{""keywords"": [""business processes"", ""agile business"", ""it infrastructures"", ""automation"", ""streamline""]}"
1634,"[""agile business"", ""web services"", ""integration"", ""barrier"", ""technology""]","{""keywords"": [""agile business"", ""web services"", ""integration"", ""barrier"", ""technology""]}"
1635,"[""database applications"", ""regression testing"", ""maintenance activities"", ""control flow analysis"", ""test cases""]","{""keywords"": [""database applications"", ""regression testing"", ""maintenance activities"", ""control flow analysis"", ""test cases""]}"
1636,"[""software companies"", ""web services"", ""business process"", ""agile businesses"", ""product development""]","{""keywords"": [""software companies"", ""web services"", ""business process"", ""agile businesses"", ""product development""]}"
1637,"[""agile business"", ""procurement policies"", ""customer service"", ""sales targets"", ""employee adoption""]","{""keywords"": [""agile business"", ""procurement policies"", ""customer service"", ""sales targets"", ""employee adoption""]}"
1638,"[""supply chains"", ""customer demand"", ""inflexible manufacturing"", ""production transfer"", ""supply chain management""]","{""keywords"": [""supply chains"", ""customer demand"", ""inflexible manufacturing"", ""production transfer"", ""supply chain management""]}"
1639,"[""business agility"", ""revolution"", ""theory"", ""technology"", ""agility""]","{""keywords"": [""business agility"", ""revolution"", ""theory"", ""technology"", ""agility""]}"
1640,"[""database modeling"", ""entity relationship"", ""object role modeling"", ""unified modeling language"", ""metaschemas""]","{""keywords"": [""database modeling"", ""entity relationship"", ""object role modeling"", ""unified modeling language"", ""metaschemas""]}"
1641,"[""reverse auctions"", ""supplier relationships"", ""price negotiations"", ""sourcing cycle"", ""profit margins""]","{""keywords"": [""reverse auctions"", ""supplier relationships"", ""price negotiations"", ""sourcing cycle"", ""profit margins""]}"
1642,"[""information age"", ""customer growth"", ""cutting edge technology"", ""innovative use"", ""capital one""]","{""keywords"": [""information age"", ""customer growth"", ""cutting edge technology"", ""innovative use"", ""capital one""]}"
1643,"[""portal technology"", ""roi figures"", ""corporate portal"", ""self-service applications"", ""manual processing""]","{""keywords"": [""portal technology"", ""roi figures"", ""corporate portal"", ""self-service applications"", ""manual processing""]}"
1644,"[""application servers"", ""platform choice"", ""complex challenge"", ""role change"", ""foundation application""]","{""keywords"": [""application servers"", ""platform choice"", ""complex challenge"", ""role change"", ""foundation application""]}"
1645,"[""telecoms"", ""web hosting"", ""service provider"", ""choice"", ""selection""]","{""keywords"": [""telecoms"", ""web hosting"", ""service provider"", ""choice"", ""selection""]}"
1646,"[""information needs"", ""catalogue format"", ""user needs"", ""library system"", ""facts catalogue""]","{""keywords"": [""information needs"", ""catalogue format"", ""user needs"", ""library system"", ""facts catalogue""]}"
1647,"[""marketing"", ""libraries"", ""information centres"", ""promotional efforts"", ""librarians""]","{""keywords"": [""marketing"", ""libraries"", ""information centres"", ""promotional efforts"", ""librarians""]}"
1648,"[""information system"", ""himalayan research"", ""information technology"", ""research institutions"", ""government support""]","{""keywords"": [""information system"", ""himalayan research"", ""information technology"", ""research institutions"", ""government support""]}"
1649,"[""human factors"", ""data modeling"", ""conceptual models"", ""communication"", ""theoretical foundation""]","{""keywords"": [""human factors"", ""data modeling"", ""conceptual models"", ""communication"", ""theoretical foundation""]}"
1650,"[""journalists"", ""information needs"", ""working journalists"", ""newspaper organisations"", ""information privations""]","{""keywords"": [""journalists"", ""information needs"", ""working journalists"", ""newspaper organisations"", ""information privations""]}"
1651,"[""information retrieval"", ""family planning"", ""thesaurus construction"", ""cds/isis"", ""multidisciplinary subject""]","{""keywords"": [""information retrieval"", ""family planning"", ""thesaurus construction"", ""cds/isis"", ""multidisciplinary subject""]}"
1652,"[""information technology"", ""information"", ""devices"", ""universities"", ""mechanism""]","{""keywords"": [""information technology"", ""information"", ""devices"", ""universities"", ""mechanism""]}"
